so_no,to_store_code,upc,from_store_code,quantity_to_pick
252488,975,2200861789740,80011,2
252488,975,2200861955022,80011,1
252488,975,2200862382957,80011,2
252488,975,2200862689803,80011,1
252488,975,2200862689810,80011,1
252488,975,2200863153402,80011,3
252488,975,2200863153419,80011,2
252488,975,2200863153426,80011,2
252488,975,2200863153433,80011,1
252488,975,2200864092854,80011,1
252488,975,2200864284808,80011,1
252488,975,2200864284815,80011,1
252488,975,2200864694812,80011,1
252488,975,2200864694829,80011,1
252488,975,2200864952448,80011,1
253396,80021,2200864316806,80011,2
253396,80021,2200865672888,80011,1
253396,80021,2200867175677,80011,8
253396,80021,2200867576917,80011,1
253396,80021,2200867576924,80011,1
253396,80021,2200867576979,80011,1
253396,80021,2200867577020,80011,4
253396,80021,2200867577037,80011,6
253396,80021,2200867577044,80011,4
253396,80021,2200867577051,80011,5
253396,80021,2200867577068,80011,7
253396,80021,2200867577075,80011,4
253396,80021,2200867577082,80011,1
253396,80021,2200867577099,80011,1
253396,80021,2200867577105,80011,1
253396,80021,2200867577112,80011,1
253396,80021,2200868489223,80011,7
253396,80021,2200868489520,80011,1
253396,80021,2200868557489,80011,2
253471,80021,2200852819456,80011,1
253471,80021,2200852819470,80011,1
253471,80021,2200862206116,80011,2
253471,80021,2200862206185,80011,2
253471,80021,2200863333002,80011,1
253471,80021,2200863333019,80011,2
253471,80021,2200863333057,80011,2
253471,80021,2200863333064,80011,1
253471,80021,2200863333156,80011,1
253471,80021,2200863333194,80011,1
253471,80021,2200863333217,80011,1
253471,80021,2200864514202,80011,2
253471,80021,2200864901750,80011,2
253471,80021,2200864981387,80011,1
253471,80021,2200864981394,80011,2
253471,80021,2200864981417,80011,1
253471,80021,2200864981523,80011,1
253471,80021,2200864981530,80011,1
253471,80021,2200864981561,80011,1
253471,80021,2200864981608,80011,1
253471,80021,2200866482776,80011,1
253471,80021,2200866482783,80011,1
253471,80021,2200867132311,80011,2
253471,80021,2200867132519,80011,2
253471,80021,2200867132526,80011,5
253471,80021,2200867132571,80011,1
253471,80021,2200867132588,80011,2
253471,80021,2200867132595,80011,5
253471,80021,2200867132861,80011,1
253471,80021,2200867132878,80011,5
253471,80021,2200867484557,80011,1
253471,80021,2200867484595,80011,2
253471,80021,2200867512885,80011,3
253471,80021,2200867521764,80011,2
253471,80021,2200867521788,80011,3
255191,975,2200861092000,80011,1
255191,975,2200861092024,80011,1
255191,975,2200861092055,80011,1
255191,975,2200862745011,80011,1
255191,975,2200862745042,80011,1
255191,975,2200862745080,80011,1
255191,975,2200862745097,80011,1
255191,975,2200862745158,80011,1
255191,975,2200862745196,80011,1
255191,975,2200862745301,80011,1
255191,975,2200869809129,80011,1
255191,975,2200870078699,80011,2
255191,975,2200870215209,80011,1
255191,975,2200870215384,80011,1
255191,975,2200870573026,80011,5
255191,975,2200870573033,80011,4
257142,8001,2200872361690,80011,12
257142,8001,2200872361713,80011,6
257142,8001,2200872361720,80011,4
257142,8001,2200872361737,80011,2
257142,8001,2200872362765,80011,11
257142,8001,2200872362772,80011,4
257142,8001,2200872362789,80011,7
257142,8001,2200872362819,80011,1
270178,884,2200874467116,80011,3
270178,884,2200874467123,80011,3
270178,884,2200874467130,80011,1
270178,884,2200874467178,80011,1
270178,884,2200874470772,80011,2
270178,884,2200874470789,80011,1
270178,884,2200874470796,80011,1
270178,884,2200874893816,80011,2
270178,884,2200874903614,80011,1
270178,884,2200874905519,80011,1
270178,884,2200874905526,80011,3
270178,884,2200875083971,80011,2
270178,884,2200875083988,80011,2
270178,884,2200875084008,80011,1
270178,884,2200875087269,80011,2
270178,884,2200875089126,80011,1
270178,884,2200875089164,80011,1
270178,884,2200875089171,80011,1
270178,884,2200875089201,80011,1
270178,884,2200875089218,80011,1
270178,884,2200875089225,80011,1
270178,884,2200875161761,80011,2
270178,884,2200875161785,80011,1
270178,884,2200875161792,80011,1
270178,884,2200875241364,80011,1
270178,884,2200875634227,80011,1
270178,884,2200875634272,80011,1
270301,893,2200874083958,80011,1
270301,893,2200874093094,80011,3
270301,893,2200874093728,80011,2
270301,893,2200874093735,80011,2
270301,893,2200874093759,80011,1
270301,893,2200874093766,80011,4
270301,893,2200874093773,80011,1
270301,893,2200874093803,80011,3
270301,893,2200874093810,80011,2
270301,893,2200874093827,80011,1
270301,893,2200874093834,80011,1
270301,893,2200874093841,80011,1
270301,893,2200874093919,80011,1
270301,893,2200874093933,80011,4
270301,893,2200874093940,80011,2
270301,893,2200874098587,80011,3
270301,893,2200874098600,80011,1
270301,893,2200874098617,80011,1
270301,893,2200874098631,80011,2
270301,893,2200874098815,80011,1
270301,893,2200874098853,80011,1
270301,893,2200874098860,80011,3
270301,893,2200874098884,80011,1
270301,893,2200874098891,80011,1
270301,893,2200874098907,80011,1
270301,893,2200874098914,80011,2
270301,893,2200874099133,80011,3
270301,893,2200874099140,80011,2
270301,893,2200874099157,80011,1
270301,893,2200874099164,80011,1
270301,893,2200874099171,80011,1
270301,893,2200874099188,80011,2
270301,893,2200874179590,80011,2
270301,893,2200874179712,80011,2
270301,893,2200874179729,80011,2
270301,893,2200874179736,80011,2
270301,893,2200874179811,80011,6
270301,893,2200874179828,80011,11
270301,893,2200874179835,80011,3
270301,893,2200874179842,80011,1
270301,893,2200874180602,80011,1
270301,893,2200874180619,80011,2
270301,893,2200874180626,80011,1
270301,893,2200874184792,80011,1
270301,893,2200874184853,80011,1
270301,893,2200874184891,80011,1
270301,893,2200874184969,80011,2
270301,893,2200874184983,80011,1
270301,893,2200874185157,80011,7
270301,893,2200874185164,80011,5
270301,893,2200874185188,80011,2
270301,893,2200874185218,80011,6
270301,893,2200874185287,80011,1
270301,893,2200874185430,80011,1
270301,893,2200874185454,80011,1
270301,893,2200874185461,80011,1
270301,893,2200874185584,80011,4
270301,893,2200874185607,80011,1
270301,893,2200874185621,80011,1
270301,893,2200874185669,80011,1
270301,893,2200874185676,80011,1
270301,893,2200874185768,80011,1
270301,893,2200874185775,80011,4
270301,893,2200874185829,80011,1
270301,893,2200874185836,80011,1
270301,893,2200874185874,80011,1
270301,893,2200874186031,80011,1
270301,893,2200874186086,80011,10
270301,893,2200874186093,80011,4
270301,893,2200874186109,80011,4
270301,893,2200874186116,80011,1
270301,893,2200874186123,80011,1
270301,893,2200874270983,80011,1
270301,893,2200874270990,80011,1
270301,893,2200874274240,80011,1
270301,893,2200874308990,80011,1
270301,893,2200874764208,80011,2
270301,893,2200875284002,80011,1
274999,975,2200854673520,80011,3
274999,975,2200854673599,80011,2
274999,975,2200854673612,80011,4
274999,975,2200856981944,80011,3
274999,975,2200857397393,80011,2
274999,975,2200859349529,80011,1
274999,975,2200859756747,80011,1
274999,975,2200859756785,80011,2
274999,975,2200860131823,80011,1
274999,975,2200861999620,80011,1
274999,975,2200861999682,80011,4
274999,975,2200862877323,80011,1
274999,975,2200862877330,80011,1
274999,975,2200862877354,80011,2
274999,975,2200862877361,80011,4
274999,975,2200862877378,80011,1
274999,975,2200865965867,80011,2
274999,975,2200865966918,80011,1
274999,975,2200865966925,80011,1
274999,975,2200865967007,80011,2
274999,975,2200865967014,80011,2
274999,975,2200865967038,80011,1
274999,975,2200865967045,80011,1
274999,975,2200865967397,80011,1
274999,975,2200865967441,80011,1
274999,975,2200867745375,80011,1
274999,975,2200867778489,80011,2
274999,975,2200868111759,80011,3
274999,975,2200868111766,80011,5
274999,975,2200868111773,80011,8
274999,975,2200868111780,80011,5
274999,975,2200868111797,80011,4
274999,975,2200868730912,80011,1
274999,975,2200868730936,80011,1
274999,975,2200868730967,80011,1
274999,975,2200868735276,80011,3
274999,975,2200868735283,80011,4
274999,975,2200868735290,80011,5
274999,975,2200868735313,80011,1
274999,975,2200868735382,80011,1
274999,975,2200868735856,80011,1
274999,975,2200868735887,80011,1
274999,975,2200868735993,80011,1
274999,975,2200868736020,80011,1
274999,975,2200868736037,80011,2
274999,975,2200868736648,80011,1
274999,975,2200868736655,80011,1
274999,975,2200868784533,80011,1
274999,975,2200868784557,80011,1
274999,975,2200868785974,80011,2
274999,975,2200868789736,80011,1
274999,975,2200868792088,80011,1
274999,975,2200868793597,80011,1
274999,975,2200868793610,80011,2
274999,975,2200868793627,80011,2
274999,975,2200868793634,80011,3
274999,975,2200868793641,80011,1
274999,975,2200868793979,80011,1
274999,975,2200868793986,80011,1
274999,975,2200868793993,80011,1
274999,975,2200868795294,80011,1
274999,975,2200868795973,80011,2
274999,975,2200868815435,80011,1
274999,975,2200868975283,80011,1
274999,975,2200868975290,80011,2
274999,975,2200868975559,80011,1
274999,975,2200868975757,80011,1
274999,975,2200869740637,80011,3
274999,975,2200869740651,80011,1
274999,975,2200869740668,80011,2
274999,975,2200869740675,80011,1
274999,975,2200869741023,80011,1
274999,975,2200869741030,80011,5
274999,975,2200869741047,80011,8
274999,975,2200869741054,80011,4
274999,975,2200869926529,80011,1
274999,975,2200869926604,80011,4
274999,975,2200869926628,80011,3
274999,975,2200869926635,80011,1
274999,975,2200869926666,80011,3
274999,975,2200869927236,80011,1
274999,975,2200869927243,80011,1
274999,975,2200869927250,80011,1
274999,975,2200869927267,80011,2
274999,975,2200869935637,80011,1
274999,975,2200869935651,80011,2
274999,975,2200869936900,80011,1
274999,975,2200869936917,80011,1
274999,975,2200869936948,80011,2
274999,975,2200869936962,80011,1
274999,975,2200869936979,80011,2
274999,975,2200869936993,80011,1
274999,975,2200869937341,80011,2
274999,975,2200869937358,80011,4
275016,975,2200867771688,80011,36
275016,975,2200867771695,80011,28
284739,975,2200876614648,80011,1
284739,975,2200876928615,80011,2
284739,975,2200876994535,80011,1
284739,975,2200876994542,80011,1
284739,975,2200877085843,80011,1
284739,975,2200877146186,80011,1
284739,975,2200877151289,80011,2
284739,975,2200877151296,80011,2
284739,975,2200877151302,80011,1
284739,975,2200877181293,80011,2
284739,975,2200877235750,80011,2
284739,975,2200877235767,80011,1
284739,975,2200877235774,80011,1
284739,975,2200877235798,80011,1
284739,975,2200877249245,80011,1
284739,975,2200877340041,80011,1
284739,975,2200877360285,80011,1
284739,975,2200877360308,80011,1
284739,975,2200877360315,80011,1
284739,975,2200877360339,80011,2
284739,975,2200877361473,80011,1
284739,975,2200877391623,80011,1
284739,975,2200877391661,80011,1
284739,975,2200877391685,80011,1
284739,975,2200877608349,80011,3
284739,975,2200877608356,80011,2
284739,975,2200877946496,80011,2
284739,975,2200877946519,80011,1
284739,975,2200877946526,80011,2
284739,975,2200877946533,80011,2
284739,975,2200877946540,80011,1
284739,975,2200877946557,80011,1
284739,975,2200878018437,80011,1
284739,975,2200878018444,80011,2
284739,975,2200878018451,80011,1
284739,975,2200878018482,80011,1
284739,975,2200878062683,80011,1
284739,975,2200878062690,80011,1
287077,884,2200850980684,80011,2
287077,884,2200860970590,80011,1
287077,884,2200861773572,80011,1
287077,884,2200862083809,80011,1
287077,884,2200862083823,80011,2
287077,884,2200862615161,80011,2
287077,884,2200862615192,80011,1
287077,884,2200863562754,80011,1
287077,884,2200863562761,80011,1
287077,884,2200864120731,80011,1
287077,884,2200864184795,80011,3
287077,884,2200865597907,80011,3
287077,884,2200865597914,80011,4
287077,884,2200865909694,80011,4
287077,884,2200866772297,80011,1
287077,884,2200866772303,80011,1
287077,884,2200866772310,80011,1
287077,884,2200867816891,80011,1
287077,884,2200867907780,80011,2
287077,884,2200867907865,80011,1
287077,884,2200868116006,80011,4
287077,884,2200868116020,80011,1
287077,884,2200868116037,80011,1
287077,884,2200869772881,80011,2
287077,884,2200869864142,80011,3
287077,884,2200869864159,80011,1
287077,884,2200869864487,80011,3
287077,884,2200872578210,80011,1
287077,884,2200872578227,80011,2
287077,884,2200874572223,80011,1
287077,884,2200874766967,80011,1
287077,884,2200874955590,80011,1
287077,884,2200874977165,80011,1
287077,884,2200874977189,80011,1
287077,884,2200875249650,80011,1
287077,884,2200875249681,80011,1
287077,884,2200875249735,80011,3
287077,884,2200875404837,80011,1
287077,884,2200875406145,80011,2
287077,884,2200875406152,80011,1
287077,884,2200876834473,80011,2
287077,884,2200876834497,80011,1
287077,884,2200876834510,80011,2
287077,884,2200876834534,80011,9
287077,884,2200876834916,80011,1
287077,884,2200876835425,80011,6
287077,884,2200876835432,80011,1
287077,884,2200876835449,80011,1
287077,884,2200876835456,80011,2
287077,884,2200876835487,80011,1
287077,884,2200876925539,80011,1
287077,884,2200876925553,80011,1
287077,884,2200876925577,80011,1
287077,884,2200876925683,80011,2
287077,884,2200876925690,80011,1
287077,884,2200876925706,80011,5
287077,884,2200876925713,80011,1
287077,884,2200876925720,80011,1
287077,884,2200876958322,80011,1
287077,884,2200877103899,80011,2
287077,884,2200877103905,80011,3
287077,884,2200877103912,80011,1
287077,884,2200877103929,80011,4
287077,884,2200877103943,80011,6
64153387,0,2200864153876,0,0
64153387,0,2200864153883,0,0
64153387,0,2200864153906,0,0
64153387,0,2200864153913,0,0
64153387,0,2200864153920,0,0
64153387,0,2200864153951,0,0
64153387,0,2200865403048,0,0
64153387,0,2200865403055,0,0
64153387,0,2200865403086,0,0
64153387,0,2200865513402,0,0
64153387,0,2200865513426,0,0
64153387,0,2200865562240,0,0
64153387,0,2200865562257,0,0
64153387,0,2200865575448,0,0
64153387,0,2200865601154,0,0
64153387,0,2200865601161,0,0
64153387,0,2200865601178,0,0
64153387,0,2200865601192,0,0
64153387,0,2200865706330,0,0
64153387,0,2200865706347,0,0
64153387,0,2200865930261,0,0
64153387,0,2200865930971,0,0
64153387,0,2200865930995,0,0
64153387,0,2200865979987,0,0
64153387,0,2200865980075,0,0
64153387,0,2200865980082,0,0
64153387,0,2200865980099,0,0
64153387,0,2200865980105,0,0
64153387,0,2200866637152,0,0
64153387,0,2200866637244,0,0
64153387,0,2200866637251,0,0
64153387,0,2200866637275,0,0
